symbol,symbol_1,symbol_2,ranking_stat,avg_adf,avg_freq,volume,industry_1,industry_2,sector_1,sector_2
AON-SRCL,AON,SRCL,54.600744556671316,0.2752114564467843,5.5599999999999996,177809.0,Insurance Brokers,Industrial Conglomerates,Financials,Industrials
FITB-ORLY,FITB,ORLY,54.59443078468799,0.15562657826038057,5.6799999999999997,282365.0,Banks,Specialty Stores,Financials,Consumer Discretionary
DIS-HRL,DIS,HRL,54.5896117034684,0.20285329852009512,5.3600000000000003,192258.0,Broadcasting & Cable TV,Packaged Foods & Meats,Consumer Discretionary,Consumer Staples
KLAC-WYN,KLAC,WYN,54.58039335737,0.14572139344358725,5.4400000000000004,0,Semiconductor Equipment,"Hotels, Resorts & Cruise Lines",Information Technology,Consumer Discretionary
HCBK-R,HCBK,R,54.57945922927557,0.22384678748157213,5.7199999999999998,190686.0,Banks,Industrial Conglomerates,Financials,Industrials
DVN-SRCL,DVN,SRCL,54.577515542775465,0.29771399897256073,5.1600000000000001,177809.0,Oil & Gas Exploration & Production,Industrial Conglomerates,Energy,Industrials
RSG-VMC,RSG,VMC,54.57024944171614,0.15686798800247187,6.3200000000000003,414910.0,Industrial Conglomerates,Construction Materials,Industrials,Materials
BEAM-SRCL,BEAM,SRCL,54.56929228870307,0.28142415894854345,6.4400000000000004,177809.0,Distillers & Vintners,Industrial Conglomerates,Consumer Staples,Industrials
TEG-TGT,TEG,TGT,54.564751899223744,0.24748854271240733,6.0800000000000001,160270.0,Gas Utilities,General Merchandise Stores,Utilities,Consumer Discretionary
ALLE-FITB,ALLE,FITB,54.56334582513031,0.18698733121156105,5.2000000000000002,272860.0,Building Products,Banks,Industrials,Financials
FIS-SNI,FIS,SNI,54.55838308823261,0.2638315309635792,5.6399999999999997,322105.0,Internet Software & Services,Broadcasting & Cable TV,Information Technology,Consumer Discretionary
AIZ-M,AIZ,M,54.55511832638946,0.24421431589637599,5.7999999999999998,212123.0,Multi-line Insurance,Department Stores,Financials,Consumer Discretionary
BLK-XYL,BLK,XYL,54.55487405306888,0.24911730012007774,5.8399999999999999,196226.0,Diversified Financial Services,Industrial Conglomerates,Financials,Industrials
MAC-VNO,MAC,VNO,54.55425744762322,0.22868658277764997,6.1200000000000001,309305.0,Retail REITs,REITs,Financials,Financials
A-ROP,A,ROP,54.55364164960876,0.3029750625993744,6.1600000000000001,143471.0,Health Care Equipment & Services,Industrial Conglomerates,Health Care,Industrials
EFX-ETN,EFX,ETN,54.550689352648,0.18162609665769008,5.8799999999999999,204041.0,Diversified Financial Services,Industrial Conglomerates,Financials,Industrials
BDX-FLS,BDX,FLS,54.54597826885776,0.23452327718793162,5.8399999999999999,325836.0,Health Care Equipment & Services,Industrial Machinery,Health Care,Industrials
IFF-STJ,IFF,STJ,54.54559729713709,0.22923429718587104,5.3600000000000003,164880.0,Specialty Chemicals,Health Care Equipment & Services,Materials,Health Care
MYL-SJM,MYL,SJM,54.54433576868741,0.22745464515744512,5.5999999999999996,288762.0,Pharmaceuticals,Packaged Foods & Meats,Health Care,Consumer Staples
CTAS-NTRS,CTAS,NTRS,54.543894945598545,0.27376608484558784,5.5999999999999996,288647.0,Diversified Commercial Services,Diversified Financial Services,Industrials,Financials
CB-TEG,CB,TEG,54.54383116995533,0.28631431846880184,5.7199999999999998,160270.0,Property & Casualty Insurance,Gas Utilities,Financials,Utilities
HAR-XYL,HAR,XYL,54.54229511057045,0.32040975712282005,5.7599999999999998,345226.0,Consumer Electronics,Industrial Conglomerates,Consumer Discretionary,Industrials
AIZ-UNH,AIZ,UNH,54.538973529974854,0.1744339282204338,4.7599999999999998,212123.0,Multi-line Insurance,Managed Health Care,Financials,Health Care
HRS-PFG,HRS,PFG,54.53833309822551,0.22697339181589135,5.5999999999999996,185985.0,Telecommunications Equipment,Diversified Financial Services,Information Technology,Financials
WFC-WIN,WFC,WIN,54.534409149204514,0.25046804527847777,5.4000000000000004,6050628.0,Banks,Integrated Telecommunications Services,Financials,Telecommunications Services
EFX-LUV,EFX,LUV,54.53354735770756,0.24990447721268003,6.04,204041.0,Diversified Financial Services,Airlines,Financials,Industrials
NOC-PCP,NOC,PCP,54.53297846092655,0.2401671861279413,6.4400000000000004,301224.0,Aerospace & Defense,Industrial Conglomerates,Industrials,Industrials
BBT-NTAP,BBT,NTAP,54.53259570975538,0.19929144248713862,4.6799999999999997,1268305.0,Banks,Internet Software & Services,Financials,Information Technology
ACN-GWW,ACN,GWW,54.53132296922904,0.25613648753943719,5.7199999999999998,180537.0,IT Consulting & Services,Industrial Materials,Information Technology,Industrials
BWA-MA,BWA,MA,54.52895202638359,0.16763911873875309,5.0800000000000001,358815.0,Auto Parts & Equipment,Internet Software & Services,Consumer Discretionary,Information Technology
ORLY-WAT,ORLY,WAT,54.52515765438682,0.21380938344886646,6.04,171164.0,Specialty Stores,Health Care Distributors & Services,Consumer Discretionary,Health Care
AIZ-UNP,AIZ,UNP,54.52504959796555,0.19557698598777676,5.6799999999999997,212123.0,Multi-line Insurance,Railroads,Financials,Industrials
NSC-PETM,NSC,PETM,54.52346222029677,0.25040476755189017,4.96,569790.0,Railroads,Specialty Stores,Industrials,Consumer Discretionary
ABC-SIAL,ABC,SIAL,54.52090054566754,0.25703420427407997,5.5199999999999996,249591.0,Health Care Distribution & Services,Diversified Chemicals,Health Care,Materials
PDCO-PRGO,PDCO,PRGO,54.520493074400456,0.28054552254473664,5.5999999999999996,274041.0,Health Care Supplies,Pharmaceuticals,Health Care,Health Care
HCBK-PWR,HCBK,PWR,54.518775092146754,0.18844110347479021,5.5599999999999996,934526.0,Banks,Industrial Conglomerates,Financials,Industrials
HRS-LB,HRS,LB,54.51548793786799,0.33744512347585454,6.0800000000000001,185985.0,Telecommunications Equipment,Apparel Retail,Information Technology,Consumer Discretionary
ADT-CTAS,ADT,CTAS,54.51358161327878,0.19431543495149661,5.4800000000000004,288647.0,Diversified Commercial Services,Diversified Commercial Services,Industrials,Industrials
SLM-WHR,SLM,WHR,54.51329407391734,0.14332132100165787,5.2800000000000002,365794.0,Diversified Financial Services,Household Appliances,Financials,Consumer Discretionary
PCLN-XYL,PCLN,XYL,54.5125864578953,0.23308176341119954,5.7199999999999998,383358.0,"Hotels, Resorts & Cruise Lines",Industrial Conglomerates,Consumer Discretionary,Industrials
DNB-TWC,DNB,TWC,54.511781040508225,0.23062165923768588,5.8799999999999999,201874.0,Data Processing Services,Broadcasting & Cable TV,Industrials,Consumer Discretionary
MAC-NOC,MAC,NOC,54.50668804599379,0.24182213644609898,5.7999999999999998,309305.0,Retail REITs,Aerospace & Defense,Financials,Industrials
GPC-SJM,GPC,SJM,54.50625777898914,0.24541816081097642,6.1200000000000001,0,Specialty Stores,Packaged Foods & Meats,Consumer Discretionary,Consumer Staples
ALL-COL,ALL,COL,54.5034379104073,0.25322262120102007,6.1600000000000001,226503.0,Property & Casualty Insurance,Industrial Conglomerates,Financials,Industrials
FLS-HOT,FLS,HOT,54.50027646204986,0.25240725760011207,5.7999999999999998,504544.0,Industrial Machinery,"Hotels, Resorts & Cruise Lines",Industrials,Consumer Discretionary
CF-PPG,CF,PPG,54.49760914682319,0.2267962877642572,6.04,318643.0,Fertilizers & Agricultural Chemicals,Diversified Chemicals,Materials,Materials
NKE-REGN,NKE,REGN,54.495266606676935,0.12455813572105237,5.7199999999999998,434331.0,"Apparel, Accessories & Luxury Goods",Biotechnology,Consumer Discretionary,Health Care
BLL-DTE,BLL,DTE,54.49068985596695,0.2448884392397902,5.7199999999999998,304933.0,Metal & Glass Containers,Multi-Utilities & Unregulated Power,Materials,Utilities
DOV-UPS,DOV,UPS,54.49053716772595,0.21661468367677919,5.1200000000000001,533856.0,Industrial Machinery,Air Freight & Logistics,Industrials,Industrials
CMG-URBN,CMG,URBN,54.488510581302386,0.15568325725751814,5.0,124536.0,Restaurants,Apparel Retail,Consumer Discretionary,Consumer Discretionary
R-WAT,R,WAT,54.48589415498566,0.33144375643087692,6.2800000000000002,171164.0,Industrial Conglomerates,Health Care Distributors & Services,Industrials,Health Care
HCBK-MCK,HCBK,MCK,54.48200994403504,0.17024087942772329,5.1200000000000001,433092.0,Banks,Health Care Distributors & Services,Financials,Health Care
BDX-CINF,BDX,CINF,54.481912463948106,0.20427168563046025,6.04,193686.0,Health Care Equipment & Services,Property & Casualty Insurance,Health Care,Financials
HRS-LUV,HRS,LUV,54.48163044894955,0.19729004439492681,5.6799999999999997,185985.0,Telecommunications Equipment,Airlines,Information Technology,Industrials
NTRS-PSX,NTRS,PSX,54.477941769177875,0.21620023939347024,4.8799999999999999,558797.0,Diversified Financial Services,Oil & Gas Refining & Marketing & Transportation,Financials,Energy
VMC-WMB,VMC,WMB,54.47419150344709,0.14762725779981647,5.5599999999999996,414910.0,Construction Materials,Oil & Gas Exploration & Production,Materials,Energy
ALLE-APH,ALLE,APH,54.46917779019186,0.29651049247619682,5.8399999999999999,195605.0,Building Products,Electrical Components & Equipment,Industrials,Industrials
JEC-R,JEC,R,54.46723559313329,0.2909487848945268,6.4800000000000004,190686.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
HRL-IFF,HRL,IFF,54.46291674218609,0.1989193131043287,5.8799999999999999,164880.0,Packaged Foods & Meats,Specialty Chemicals,Consumer Staples,Materials
HRS-HST,HRS,HST,54.460645014553705,0.25393462753253454,5.8399999999999999,185985.0,Telecommunications Equipment,REITs,Information Technology,Financials
INTC-JEC,INTC,JEC,54.45888467800197,0.11638263439759004,5.3600000000000003,302781.0,Semiconductors,Industrial Conglomerates,Information Technology,Industrials
JOY-SNA,JOY,SNA,54.457616020660275,0.23249512175778073,5.4800000000000004,69926.0,Industrial Machinery,Household Appliances,Industrials,Consumer Discretionary
BBBY-DLPH,BBBY,DLPH,54.45615699368146,0.18823065842286282,5.6799999999999997,852590.0,Specialty Stores,Auto Parts & Equipment,Consumer Discretionary,Consumer Discretionary
HRS-TROW,HRS,TROW,54.45181813905092,0.1455471824461621,5.2800000000000002,185985.0,Telecommunications Equipment,Diversified Financial Services,Information Technology,Financials
DOV-FLS,DOV,FLS,54.45071126726651,0.2064925126123569,5.3200000000000003,504544.0,Industrial Machinery,Industrial Machinery,Industrials,Industrials
PRGO-XL,PRGO,XL,54.448911294845686,0.19115937294240687,5.2000000000000002,319592.0,Pharmaceuticals,Property & Casualty Insurance,Health Care,Financials
NTRS-PRGO,NTRS,PRGO,54.44795728142346,0.18974679540150369,5.2000000000000002,319592.0,Diversified Financial Services,Pharmaceuticals,Financials,Health Care
VMC-WAG,VMC,WAG,54.44632536363313,0.18874191772736307,6.0,414910.0,Construction Materials,Drug Retail,Materials,Consumer Staples
ECL-HAR,ECL,HAR,54.44570207203191,0.240594004843739,5.5999999999999996,345226.0,Specialty Chemicals,Consumer Electronics,Materials,Consumer Discretionary
BF.B-PM,BF.B,PM,54.445469186525806,0.26562319793036293,6.3200000000000003,222375.0,Distillers & Vintners,Tobacco,Consumer Staples,Consumer Staples
K-SIAL,K,SIAL,54.44508362229492,0.28056363224419129,5.8399999999999999,249591.0,Packaged Foods & Meats,Diversified Chemicals,Consumer Staples,Materials
AVY-MDT,AVY,MDT,54.44430100173559,0.162943636207043,5.0,235936.0,Paper Packaging,Health Care Equipment & Services,Materials,Health Care
PNR-TMK,PNR,TMK,54.44418349479396,0.2452649552924932,7.2800000000000002,153397.0,Industrial Conglomerates,Life & Health Insurance,Industrials,Financials
FFIV-HRS,FFIV,HRS,54.44272532776525,0.1940771499567947,5.5199999999999996,185985.0,Networking Equipment,Telecommunications Equipment,Information Technology,Information Technology
EXPD-FAST,EXPD,FAST,54.44092272871667,0.25451663408282044,5.2400000000000002,718926.0,Air Freight & Logistics,Building Products,Industrials,Industrials
AAPL-GWW,AAPL,GWW,54.440614565891856,0.29542257560468516,6.2400000000000002,180537.0,Computer Hardware,Industrial Materials,Information Technology,Industrials
CINF-CVC,CINF,CVC,54.43723807057201,0.15181029858080583,5.2800000000000002,193686.0,Property & Casualty Insurance,Broadcasting & Cable TV,Financials,Consumer Discretionary
HCBK-REGN,HCBK,REGN,54.43609629107007,0.18226432938069231,5.5199999999999996,434331.0,Banks,Biotechnology,Financials,Health Care
CAT-WAT,CAT,WAT,54.43330785551206,0.15369978936642043,6.1600000000000001,171164.0,Construction & Farm Machinery & Heavy Trucks,Health Care Distributors & Services,Industrials,Health Care
NKE-WAT,NKE,WAT,54.43269039148888,0.23729844899773866,5.4800000000000004,171164.0,"Apparel, Accessories & Luxury Goods",Health Care Distributors & Services,Consumer Discretionary,Health Care
GPC-NKE,GPC,NKE,54.429471693281684,0.20354715441494303,5.4800000000000004,283011.0,Specialty Stores,"Apparel, Accessories & Luxury Goods",Consumer Discretionary,Consumer Discretionary
TMK-ZMH,TMK,ZMH,54.425902897759094,0.26688855745716611,6.0,153397.0,Life & Health Insurance,Health Care Equipment & Services,Financials,Health Care
FIS-ITW,FIS,ITW,54.425804362173054,0.20680573973214905,5.3200000000000003,490379.0,Internet Software & Services,Industrial Machinery,Information Technology,Industrials
BXP-PEG,BXP,PEG,54.421312428570424,0.25416077420643995,5.8399999999999999,331397.0,REITs,Multi-Utilities & Unregulated Power,Financials,Utilities
DG-VMC,DG,VMC,54.42084300136526,0.19944282675663813,5.8799999999999999,414910.0,General Merchandise Stores,Construction Materials,Consumer Discretionary,Materials
AZO-PX,AZO,PX,54.417920260153494,0.25005637243072348,5.7599999999999998,90678.0,Specialty Stores,Industrial Gases,Consumer Discretionary,Materials
ARG-CMG,ARG,CMG,54.41655264847888,0.26116473112224714,5.5199999999999996,124536.0,Industrial Gases,Restaurants,Materials,Consumer Discretionary
STZ-TEG,STZ,TEG,54.41524371390332,0.23261807154059205,5.2400000000000002,160270.0,Distillers & Vintners,Gas Utilities,Consumer Staples,Utilities
UTX-VMC,UTX,VMC,54.414233769696786,0.21025228298542231,6.1200000000000001,414910.0,Industrial Conglomerates,Construction Materials,Industrials,Materials
VMC-XOM,VMC,XOM,54.41264948618448,0.17692879655927965,6.1200000000000001,414910.0,Construction Materials,Integrated Oil & Gas,Materials,Energy
AME-HRS,AME,HRS,54.412132116335954,0.22891439350132409,6.3600000000000003,185985.0,Electrical Components and Equipment,Telecommunications Equipment,Industrials,Information Technology
CERN-LM,CERN,LM,54.41172851613861,0.14862685428144126,5.6799999999999997,486308.0,Health Care Distributors & Services,Diversified Financial Services,Health Care,Financials
SWK-TEG,SWK,TEG,54.41118041315532,0.14898273151825459,5.8799999999999999,160270.0,Household Appliances,Gas Utilities,Consumer Discretionary,Utilities
CTAS-DNB,CTAS,DNB,54.409641133293434,0.3291213986412786,5.9199999999999999,201874.0,Diversified Commercial Services,Data Processing Services,Industrials,Industrials
BLL-CHRW,BLL,CHRW,54.408081472757296,0.29207806519591561,6.0,370075.0,Metal & Glass Containers,Air Freight & Logistics,Materials,Industrials
SO-TEG,SO,TEG,54.407639936339905,0.34063133998582873,6.0800000000000001,160270.0,Multi-Utilities & Unregulated Power,Gas Utilities,Utilities,Utilities
CTAS-VRTX,CTAS,VRTX,54.40756772102611,0.18184621087484923,5.5599999999999996,288647.0,Diversified Commercial Services,Biotechnology,Industrials,Health Care
HRL-PGR,HRL,PGR,54.40589247771213,0.26129844602477231,5.2400000000000002,192258.0,Packaged Foods & Meats,Property & Casualty Insurance,Consumer Staples,Financials
CTAS-XLNX,CTAS,XLNX,54.40470220727364,0.15881291019874205,5.7599999999999998,288647.0,Diversified Commercial Services,Semiconductors,Industrials,Information Technology
AIZ-DOW,AIZ,DOW,54.404248194834395,0.2248604265626325,5.5999999999999996,212123.0,Multi-line Insurance,Diversified Chemicals,Financials,Materials
NOC-VMC,NOC,VMC,54.400329797996555,0.17745071267251369,6.0800000000000001,414910.0,Aerospace & Defense,Construction Materials,Industrials,Materials
IRM-NWL,IRM,NWL,54.40012519433036,0.23185875273590428,5.8799999999999999,547866.0,Data Processing Services,Housewares & Specialties,Industrials,Consumer Discretionary
DHR-VRTX,DHR,VRTX,54.399804220690555,0.13713104854991454,5.4400000000000004,769615.0,Industrial Machinery,Biotechnology,Industrials,Health Care
GWW-PG,GWW,PG,54.399453808616805,0.2681451420508032,5.7199999999999998,180537.0,Industrial Materials,Personal Products,Industrials,Consumer Staples
AIZ-F,AIZ,F,54.398750088662425,0.18695763767552201,5.3600000000000003,212123.0,Multi-line Insurance,Automobile Manufacturers,Financials,Consumer Discretionary
BDX-HCBK,BDX,HCBK,54.39741026111776,0.18746015842545552,5.5599999999999996,325836.0,Health Care Equipment & Services,Banks,Health Care,Financials
IRM-UNM,IRM,UNM,54.39682760011229,0.22610356718816449,5.4800000000000004,290289.0,Data Processing Services,Diversified Financial Services,Industrials,Financials
MAC-NU,MAC,NU,54.39636593000505,0.21594968913411752,5.7199999999999998,309305.0,Retail REITs,Multi-Utilities & Unregulated Power,Financials,Utilities
SE-TE,SE,TE,54.39474415065541,0.20060701072325948,5.4400000000000004,757018.0,Oil & Gas Refining & Marketing & Transportation,Multi-Utilities & Unregulated Power,Energy,Utilities
IGT-WDC,IGT,WDC,54.39445985392788,0.19806434981604262,4.4000000000000004,1122784.0,Leisure Products,Computer Storage & Peripherals,Consumer Discretionary,Information Technology
MSFT-R,MSFT,R,54.391539408502375,0.11644850567497517,5.3200000000000003,190686.0,Systems Software,Industrial Conglomerates,Information Technology,Industrials
SNA-TWX,SNA,TWX,54.391148111360515,0.26316904473816904,5.4800000000000004,69926.0,Household Appliances,Broadcasting & Cable TV,Consumer Discretionary,Consumer Discretionary
ATI-FDX,ATI,FDX,54.38926928048304,0.22003702344726889,4.6799999999999997,588038.0,Diversified Metals & Mining,Air Freight & Logistics,Materials,Industrials
EFX-FISV,EFX,FISV,54.38696055359423,0.20921835379209586,6.3200000000000003,204041.0,Diversified Financial Services,Internet Software & Services,Financials,Information Technology
DVA-SIAL,DVA,SIAL,54.38536777675111,0.22154398518134744,5.8799999999999999,249591.0,Health Care Facilities,Diversified Chemicals,Health Care,Materials
DAL-FTR,DAL,FTR,54.383802105825666,0.13584338917406005,5.2800000000000002,4254798.0,Airlines,Integrated Telecommunications Services,Industrials,Telecommunications Services
CSC-TRIP,CSC,TRIP,54.383502005787676,0.2510812134136482,5.4400000000000004,512500.0,IT Consulting & Services,Internet Retail,Information Technology,Consumer Discretionary
HSY-PCP,HSY,PCP,54.380172068621604,0.3039218485426069,6.4400000000000004,301224.0,Packaged Foods & Meats,Industrial Conglomerates,Consumer Staples,Industrials
HCBK-JNPR,HCBK,JNPR,54.37543140000987,0.20705472203126668,5.7999999999999998,1055057.0,Banks,Networking Equipment,Financials,Information Technology
CERN-FLS,CERN,FLS,54.375365605257926,0.2323062477270145,6.2800000000000002,504544.0,Health Care Distributors & Services,Industrial Machinery,Health Care,Industrials
AFL-FAST,AFL,FAST,54.3750172034182,0.20320807086307957,5.2800000000000002,605738.0,Life & Health Insurance,Building Products,Financials,Industrials
CMS-SRCL,CMS,SRCL,54.374713320844485,0.32037042697479046,5.4400000000000004,177809.0,Multi-Utilities & Unregulated Power,Industrial Conglomerates,Utilities,Industrials
EMR-WIN,EMR,WIN,54.37178147271647,0.30293408196472854,5.7999999999999998,0,Industrial Conglomerates,Integrated Telecommunications Services,Industrials,Telecommunications Services
R-XL,R,XL,54.369296056214914,0.30719240449155033,5.5999999999999996,0,Industrial Conglomerates,Property & Casualty Insurance,Industrials,Financials
AIZ-JCI,AIZ,JCI,54.36746490486808,0.2418180824327813,5.1200000000000001,212123.0,Multi-line Insurance,Auto Parts & Equipment,Financials,Consumer Discretionary
BBBY-R,BBBY,R,54.366851593158174,0.27407615964200693,6.04,190686.0,Specialty Stores,Industrial Conglomerates,Consumer Discretionary,Industrials
RIG-SNA,RIG,SNA,54.36458390113768,0.19363641604442855,4.9199999999999999,69926.0,Oil & Gas Drilling,Household Appliances,Energy,Consumer Discretionary
IGT-V,IGT,V,54.36445223464814,0.23413509698935442,4.8799999999999999,1257121.0,Leisure Products,Internet Software & Services,Consumer Discretionary,Information Technology
IFF-MTB,IFF,MTB,54.364146534651226,0.21558917408545264,5.6799999999999997,164880.0,Specialty Chemicals,Banks,Materials,Financials
HCBK-WAT,HCBK,WAT,54.363902010669605,0.22945132214071853,5.4400000000000004,171164.0,Banks,Health Care Distributors & Services,Financials,Health Care
CINF-D,CINF,D,54.36325135363707,0.23269423883723761,5.7999999999999998,193686.0,Property & Casualty Insurance,Multi-Utilities & Unregulated Power,Financials,Utilities
CINF-ROP,CINF,ROP,54.36088534123539,0.24668441789310358,6.6799999999999997,143471.0,Property & Casualty Insurance,Industrial Conglomerates,Financials,Industrials
KLAC-SRCL,KLAC,SRCL,54.35411061128228,0.19152737153889673,5.9199999999999999,177809.0,Semiconductor Equipment,Industrial Conglomerates,Information Technology,Industrials
HAR-HOT,HAR,HOT,54.353905943383644,0.23689564454664672,5.5999999999999996,345226.0,Consumer Electronics,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,Consumer Discretionary
HAR-JEC,HAR,JEC,54.35244110789003,0.26853276992100272,5.5199999999999996,302781.0,Consumer Electronics,Industrial Conglomerates,Consumer Discretionary,Industrials
URBN-ZMH,URBN,ZMH,54.34954873043249,0.11742440862224215,5.1600000000000001,368415.0,Apparel Retail,Health Care Equipment & Services,Consumer Discretionary,Health Care
HRS-PNR,HRS,PNR,54.348902232434426,0.1710254366305767,6.3200000000000003,185985.0,Telecommunications Equipment,Industrial Conglomerates,Information Technology,Industrials
IVZ-WIN,IVZ,WIN,54.34826811442456,0.32632629247087563,5.7199999999999998,1276299.0,Diversified Financial Services,Integrated Telecommunications Services,Financials,Telecommunications Services
CPB-HCBK,CPB,HCBK,54.34136885266269,0.18065573594217729,5.6399999999999997,429619.0,Packaged Foods & Meats,Banks,Consumer Staples,Financials
SCG-SIAL,SCG,SIAL,54.340374251533845,0.28473362830816734,6.1200000000000001,247123.0,Multi-Utilities & Unregulated Power,Diversified Chemicals,Utilities,Materials
NWL-WAT,NWL,WAT,54.33604837728334,0.27555899374642129,6.2400000000000002,171164.0,Housewares & Specialties,Health Care Distributors & Services,Consumer Discretionary,Health Care
F-R,F,R,54.32871782076847,0.19153267202100771,5.6399999999999997,190686.0,Automobile Manufacturers,Industrial Conglomerates,Consumer Discretionary,Industrials
BDX-WHR,BDX,WHR,54.32745181506636,0.21027738658462891,5.5999999999999996,325836.0,Health Care Equipment & Services,Household Appliances,Health Care,Consumer Discretionary
ROK-WIN,ROK,WIN,54.32734952732565,0.25208827053229255,5.7199999999999998,294440.0,Industrial Conglomerates,Integrated Telecommunications Services,Industrials,Telecommunications Services
R-REGN,R,REGN,54.327271557769244,0.22026078900912427,5.5999999999999996,190686.0,Industrial Conglomerates,Biotechnology,Industrials,Health Care
PCP-SHW,PCP,SHW,54.32652047507309,0.30386801856131113,6.96,209423.0,Industrial Conglomerates,Specialty Chemicals,Industrials,Materials
CHRW-EXPD,CHRW,EXPD,54.32461623858453,0.26586621119210269,5.4400000000000004,718926.0,Air Freight & Logistics,Air Freight & Logistics,Industrials,Industrials
LMT-TEG,LMT,TEG,54.32272501892991,0.31911121209753557,5.8799999999999999,160270.0,Aerospace & Defense,Gas Utilities,Industrials,Utilities
BWA-PPG,BWA,PPG,54.32023323567155,0.21754109499071528,5.4400000000000004,318643.0,Auto Parts & Equipment,Diversified Chemicals,Consumer Discretionary,Materials
BWA-VRTX,BWA,VRTX,54.31954021908218,0.14994587469469714,5.3200000000000003,528064.0,Auto Parts & Equipment,Biotechnology,Consumer Discretionary,Health Care
AVY-PNC,AVY,PNC,54.31794643658536,0.26880194393710843,5.4800000000000004,235936.0,Paper Packaging,Banks,Materials,Financials
SCG-TGT,SCG,TGT,54.31717247876649,0.23219451226418714,5.4800000000000004,247123.0,Multi-Utilities & Unregulated Power,General Merchandise Stores,Utilities,Consumer Discretionary
BRCM-VMC,BRCM,VMC,54.31706980772671,0.15909582346756942,5.5599999999999996,414910.0,Semiconductors,Construction Materials,Information Technology,Materials
EFX-UNM,EFX,UNM,54.31382695042575,0.25010576974335547,6.1200000000000001,204041.0,Diversified Financial Services,Diversified Financial Services,Financials,Financials
CSC-SNDK,CSC,SNDK,54.31220747893474,0.13651924710825034,5.7199999999999998,512500.0,IT Consulting & Services,Computer Storage & Peripherals,Information Technology,Information Technology
FISV-JEC,FISV,JEC,54.30912082894848,0.2333847390810771,5.5999999999999996,302781.0,Internet Software & Services,Industrial Conglomerates,Information Technology,Industrials
PNW-TEG,PNW,TEG,54.30892852050427,0.38930949055059566,5.8799999999999999,160270.0,Multi-Utilities & Unregulated Power,Gas Utilities,Utilities,Utilities
DD-ETN,DD,ETN,54.307345701455866,0.19171914024463471,5.6799999999999997,1049722.0,Diversified Chemicals,Industrial Conglomerates,Materials,Industrials
FITB-NOC,FITB,NOC,54.306955454788664,0.17709483083014427,5.7999999999999998,494492.0,Banks,Aerospace & Defense,Financials,Industrials
FLR-JPM,FLR,JPM,54.30515565474514,0.1550823593504555,5.1200000000000001,627458.0,Diversified Commercial Services,Banks,Industrials,Financials
MSI-SNDK,MSI,SNDK,54.30283685106545,0.12093496663546956,5.0800000000000001,558505.0,Telecommunications Equipment,Computer Storage & Peripherals,Information Technology,Information Technology
ARG-PNW,ARG,PNW,54.30157884016033,0.22993234285837963,6.0800000000000001,143916.0,Industrial Gases,Multi-Utilities & Unregulated Power,Materials,Utilities
A-APH,A,APH,54.29970029043272,0.19896127008034337,5.5999999999999996,195605.0,Health Care Equipment & Services,Electrical Components & Equipment,Health Care,Industrials
ADM-GWW,ADM,GWW,54.299438448393325,0.19481702915810473,5.8399999999999999,180537.0,Agricultural Products,Industrial Materials,Consumer Staples,Industrials
BCR-PRGO,BCR,PRGO,54.29824635431089,0.23394985085047751,5.8799999999999999,319592.0,Health Care Equipment & Services,Pharmaceuticals,Health Care,Health Care
R-TXT,R,TXT,54.29775376311704,0.29426529956565872,5.4800000000000004,190686.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
UNM-VRTX,UNM,VRTX,54.297553598314025,0.11572292089005969,5.0800000000000001,290289.0,Diversified Financial Services,Biotechnology,Financials,Health Care
IGT-SNI,IGT,SNI,54.29139873802227,0.1989945436014694,5.0800000000000001,322105.0,Leisure Products,Broadcasting & Cable TV,Consumer Discretionary,Consumer Discretionary
FITB-VMC,FITB,VMC,54.28335055410948,0.13584334450645028,5.8399999999999999,414910.0,Banks,Construction Materials,Financials,Materials
CMG-ECL,CMG,ECL,54.282775881347625,0.24580216572177654,4.8799999999999999,124536.0,Restaurants,Specialty Chemicals,Consumer Discretionary,Materials
HRS-KLAC,HRS,KLAC,54.28060618758339,0.21358714380672164,5.4400000000000004,185985.0,Telecommunications Equipment,Semiconductor Equipment,Information Technology,Information Technology
BF.B-PGR,BF.B,PGR,54.27959984427334,0.28241550397272641,5.5599999999999996,222375.0,Distillers & Vintners,Property & Casualty Insurance,Consumer Staples,Financials
AN-PBCT,AN,PBCT,54.279369401995204,0.2388918198279768,5.2000000000000002,232976.0,Specialty Stores,Banks,Consumer Discretionary,Financials
HOG-NWSA,HOG,NWSA,54.2730665706991,0.1822016936951803,5.3600000000000003,299474.0,Motorcycle Manufacturers,Publishing,Consumer Discretionary,Consumer Discretionary
HUM-TMK,HUM,TMK,54.27145973029621,0.28954915331676445,5.8799999999999999,153397.0,Managed Health Care,Life & Health Insurance,Health Care,Financials
BMS-SHW,BMS,SHW,54.271388686499584,0.32463575065034966,7.0,145309.0,Paper Packaging,Specialty Chemicals,Materials,Materials
IRM-PDCO,IRM,PDCO,54.27016750138727,0.24513139717785673,5.8799999999999999,274041.0,Data Processing Services,Health Care Supplies,Industrials,Health Care
