symbol,symbol_1,symbol_2,ranking_stat,avg_adf,avg_freq,volume,industry_1,industry_2,sector_1,sector_2
MRK-VAR,MRK,VAR,54.26940053400092,0.19794546873271973,5.5999999999999996,214599.0,Pharmaceuticals,Health Care Equipment & Services,Health Care,Health Care
GWW-SRE,GWW,SRE,54.262998524265605,0.27147782907787765,5.96,180537.0,Industrial Materials,Multi-Utilities & Unregulated Power,Industrials,Utilities
IGT-TXN,IGT,TXN,54.262282319359926,0.18920900058934442,4.7199999999999998,1309673.0,Leisure Products,Semiconductors,Consumer Discretionary,Information Technology
COL-PPG,COL,PPG,54.26202566793586,0.20490788836435386,6.4000000000000004,226503.0,Industrial Conglomerates,Diversified Chemicals,Industrials,Materials
DD-FAST,DD,FAST,54.26093009735831,0.15751079387919714,5.0800000000000001,991520.0,Diversified Chemicals,Building Products,Materials,Industrials
APH-XRAY,APH,XRAY,54.25760550204029,0.25720287899779531,6.0800000000000001,195605.0,Electrical Components & Equipment,Health Care Supplies,Industrials,Health Care
FLS-SJM,FLS,SJM,54.255123448285396,0.25278270095620814,5.7599999999999998,288762.0,Industrial Machinery,Packaged Foods & Meats,Industrials,Consumer Staples
DIS-HCBK,DIS,HCBK,54.25414655585812,0.18786174800948804,5.7999999999999998,1055057.0,Broadcasting & Cable TV,Banks,Consumer Discretionary,Financials
AVB-GAS,AVB,GAS,54.25414303992016,0.26625036644116201,6.3200000000000003,317707.0,REITs,Gas Utilities,Financials,Utilities
PXD-SHW,PXD,SHW,54.2524746878331,0.1823185977530456,5.5999999999999996,209423.0,Oil & Gas Exploration & Production,Specialty Chemicals,Energy,Materials
OMC-ROP,OMC,ROP,54.25192492131818,0.27317669572365955,6.1200000000000001,143471.0,Advertising,Industrial Conglomerates,Consumer Discretionary,Industrials
BLL-ROP,BLL,ROP,54.24897954878377,0.21771060186739127,6.3200000000000003,143471.0,Metal & Glass Containers,Industrial Conglomerates,Materials,Industrials
ACT-HCBK,ACT,HCBK,54.24881644536035,0.17590331580926921,5.0,837913.0,Pharmaceuticals,Banks,Health Care,Financials
MCK-WAT,MCK,WAT,54.248247071953195,0.19412054238141357,5.8399999999999999,171164.0,Health Care Distributors & Services,Health Care Distributors & Services,Health Care,Health Care
IGT-PDCO,IGT,PDCO,54.24632506034396,0.23871947923936851,5.5199999999999996,274041.0,Leisure Products,Health Care Supplies,Consumer Discretionary,Health Care
HRL-ROK,HRL,ROK,54.24402884786975,0.15258777968046122,5.8399999999999999,192258.0,Packaged Foods & Meats,Industrial Conglomerates,Consumer Staples,Industrials
PCP-UTX,PCP,UTX,54.23919106247935,0.29782280255880123,6.3200000000000003,301224.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
TEG-XYL,TEG,XYL,54.23918198364392,0.23906659225476445,6.0800000000000001,160270.0,Gas Utilities,Industrial Conglomerates,Utilities,Industrials
KIM-VNO,KIM,VNO,54.23898366009356,0.15503684313339253,5.0,451495.0,REITs,REITs,Financials,Financials
ROK-SRCL,ROK,SRCL,54.238658358351,0.1761319032732391,5.9199999999999999,177809.0,Industrial Conglomerates,Industrial Conglomerates,Industrials,Industrials
EXPE-WAT,EXPE,WAT,54.23772880835442,0.21320556158634088,5.9199999999999999,171164.0,"Hotels, Resorts & Cruise Lines",Health Care Distributors & Services,Consumer Discretionary,Health Care
IFF-XYL,IFF,XYL,54.2364802183127,0.28075758363802406,6.5199999999999996,164880.0,Specialty Chemicals,Industrial Conglomerates,Materials,Industrials
DOW-TXT,DOW,TXT,54.23637881537699,0.20912003916695071,4.96,613784.0,Diversified Chemicals,Industrial Conglomerates,Materials,Industrials
PVH-VMC,PVH,VMC,54.235688057099914,0.24647969308689816,6.0800000000000001,411542.0,"Apparel, Accessories & Luxury Goods",Construction Materials,Consumer Discretionary,Materials
GPC-WEC,GPC,WEC,54.23171519561045,0.31557421040206429,5.4800000000000004,283011.0,Specialty Stores,Multi-Utilities & Unregulated Power,Consumer Discretionary,Utilities
CMG-CTAS,CMG,CTAS,54.23091541219215,0.23928412779301339,5.5199999999999996,124536.0,Restaurants,Diversified Commercial Services,Consumer Discretionary,Industrials
SLM-WAT,SLM,WAT,54.2302828870669,0.14353946095623038,5.4000000000000004,171164.0,Diversified Financial Services,Health Care Distributors & Services,Financials,Health Care
NWSA-XRAY,NWSA,XRAY,54.23011258422062,0.22402238605492195,4.8799999999999999,375311.0,Publishing,Health Care Supplies,Consumer Discretionary,Health Care
AME-HAR,AME,HAR,54.227522040497355,0.21532884162174479,5.4800000000000004,234171.0,Electrical Components and Equipment,Consumer Electronics,Industrials,Consumer Discretionary
CMG-FDO,CMG,FDO,54.22691263568643,0.24497465422344153,5.3600000000000003,124536.0,Restaurants,General Merchandise Stores,Consumer Discretionary,Consumer Discretionary
MYL-PKI,MYL,PKI,54.224943443172755,0.19850046991479278,5.6399999999999997,323695.0,Pharmaceuticals,Health Care Equipment & Services,Health Care,Health Care
OMC-R,OMC,R,54.220367209612135,0.20212460214890351,5.8399999999999999,190686.0,Advertising,Industrial Conglomerates,Consumer Discretionary,Industrials
CMS-KMI,CMS,KMI,54.21998437428049,0.24061888978384197,5.1200000000000001,638558.0,Multi-Utilities & Unregulated Power,Oil & Gas Refining & Marketing & Transportation,Utilities,Energy
ATI-LLL,ATI,LLL,54.21909906561129,0.24873605847532815,4.9199999999999999,252295.0,Diversified Metals & Mining,Industrial Conglomerates,Materials,Industrials
HPQ-HRS,HPQ,HRS,54.217044073863924,0.20853333163616061,5.7599999999999998,185985.0,Computer Hardware,Telecommunications Equipment,Information Technology,Information Technology
PETM-SRCL,PETM,SRCL,54.216974298540066,0.34082453736679341,6.4000000000000004,177809.0,Specialty Stores,Industrial Conglomerates,Consumer Discretionary,Industrials
SNA-URBN,SNA,URBN,54.21586844976165,0.13643193713192803,5.6399999999999997,69926.0,Household Appliances,Apparel Retail,Consumer Discretionary,Consumer Discretionary
IFF-IGT,IFF,IGT,54.21409028340666,0.19583533312971402,5.0800000000000001,164880.0,Specialty Chemicals,Leisure Products,Materials,Consumer Discretionary
BCR-MAC,BCR,MAC,54.21400209327267,0.27346211531870551,5.7999999999999998,309305.0,Health Care Equipment & Services,Retail REITs,Health Care,Financials
AON-BF.B,AON,BF.B,54.20910133042428,0.29125477009417999,6.4000000000000004,222375.0,Insurance Brokers,Distillers & Vintners,Financials,Consumer Staples
LOW-SRCL,LOW,SRCL,54.20884160918803,0.2522543900031049,5.7999999999999998,177809.0,Home Improvement Retail,Industrial Conglomerates,Consumer Discretionary,Industrials
A-SNA,A,SNA,54.204854723096645,0.26712914427248707,5.96,69926.0,Health Care Equipment & Services,Household Appliances,Health Care,Consumer Discretionary
BAX-BCR,BAX,BCR,54.204408111015205,0.22899500334959697,5.2400000000000002,353257.0,Health Care Equipment & Services,Health Care Equipment & Services,Health Care,Health Care
MDT-TMK,MDT,TMK,54.20273736985537,0.25779583240743503,5.2400000000000002,153397.0,Health Care Equipment & Services,Life & Health Insurance,Health Care,Financials
MYL-VRTX,MYL,VRTX,54.200023803871424,0.16364327280439186,5.2400000000000002,769615.0,Pharmaceuticals,Biotechnology,Health Care,Health Care
PDCO-SLM,PDCO,SLM,54.19275300295473,0.18632470010506261,5.4400000000000004,274041.0,Health Care Supplies,Diversified Financial Services,Health Care,Financials
FDO-ROP,FDO,ROP,54.1926565658238,0.26080210409976945,5.5599999999999996,143471.0,General Merchandise Stores,Industrial Conglomerates,Consumer Discretionary,Industrials
BDX-LLL,BDX,LLL,54.19196496605431,0.2189308911765038,6.04,252295.0,Health Care Equipment & Services,Industrial Conglomerates,Health Care,Industrials
AAPL-TMK,AAPL,TMK,54.19097820985143,0.19043268289779211,6.04,153397.0,Computer Hardware,Life & Health Insurance,Information Technology,Financials
IRM-NWSA,IRM,NWSA,54.18987348624826,0.24244320146509693,5.4800000000000004,547866.0,Data Processing Services,Publishing,Industrials,Consumer Discretionary
FIS-FITB,FIS,FITB,54.18897674630024,0.13992527163780119,5.3200000000000003,490379.0,Internet Software & Services,Banks,Information Technology,Financials
GWW-PETM,GWW,PETM,54.18726790592178,0.38358359507693152,5.4800000000000004,180537.0,Industrial Materials,Specialty Stores,Industrials,Consumer Discretionary
SHW-VFC,SHW,VFC,54.18387239536852,0.2199101481535618,5.5599999999999996,209423.0,Specialty Chemicals,"Apparel, Accessories & Luxury Goods",Materials,Consumer Discretionary
ATI-HRL,ATI,HRL,54.18376035190626,0.18630536804465714,4.8799999999999999,192258.0,Diversified Metals & Mining,Packaged Foods & Meats,Materials,Consumer Staples
ALL-VMC,ALL,VMC,54.18323318863163,0.20476248989508389,6.04,414910.0,Property & Casualty Insurance,Construction Materials,Financials,Materials
FIS-SHW,FIS,SHW,54.178082350125976,0.27522663557012378,6.0800000000000001,209423.0,Internet Software & Services,Specialty Chemicals,Information Technology,Materials
AIZ-GE,AIZ,GE,54.17668247626367,0.22437136120358694,5.8399999999999999,212123.0,Multi-line Insurance,Industrial Conglomerates,Financials,Industrials
CL-SHW,CL,SHW,54.17095704069048,0.21364281750079278,6.1200000000000001,209423.0,Household Products,Specialty Chemicals,Consumer Staples,Materials
AN-HIG,AN,HIG,54.16987372786191,0.25547306292462507,5.4000000000000004,232976.0,Specialty Stores,Property & Casualty Insurance,Consumer Discretionary,Financials
FOXA-PRGO,FOXA,PRGO,54.16922714817461,0.18762581859346755,5.7199999999999998,319592.0,Publishing,Pharmaceuticals,Consumer Discretionary,Health Care
HSY-PX,HSY,PX,54.167892219931424,0.2106175410916821,5.5199999999999996,399684.0,Packaged Foods & Meats,Industrial Gases,Consumer Staples,Materials
COST-JEC,COST,JEC,54.167643168749734,0.25576434209664223,6.04,302781.0,Hypermarkets & Super Centers,Industrial Conglomerates,Consumer Staples,Industrials
PXD-ROST,PXD,ROST,54.16741007897571,0.27287963932865839,4.96,656657.0,Oil & Gas Exploration & Production,Apparel Retail,Energy,Consumer Discretionary
GPC-SNA,GPC,SNA,54.16733109145006,0.23142456263348682,6.5599999999999996,0,Specialty Stores,Household Appliances,Consumer Discretionary,Consumer Discretionary
BXP-SE,BXP,SE,54.163836007278384,0.23528642470230957,5.2400000000000002,331397.0,REITs,Oil & Gas Refining & Marketing & Transportation,Financials,Energy
AME-NTRS,AME,NTRS,54.16175009439313,0.28438376103985247,5.2800000000000002,234171.0,Electrical Components and Equipment,Diversified Financial Services,Industrials,Financials
EL-SRCL,EL,SRCL,54.15952330098147,0.2046848828997111,6.2400000000000002,177809.0,Personal Products,Industrial Conglomerates,Consumer Staples,Industrials
LH-TROW,LH,TROW,54.15831446489558,0.29125063093054443,4.9199999999999999,480793.0,Health Care Facilities,Diversified Financial Services,Health Care,Financials
PDCO-PNR,PDCO,PNR,54.15486038213785,0.23596437488164415,5.8799999999999999,274041.0,Health Care Supplies,Industrial Conglomerates,Health Care,Industrials
GWW-HAR,GWW,HAR,54.1492780424751,0.25825964640971671,5.5199999999999996,180537.0,Industrial Materials,Consumer Electronics,Industrials,Consumer Discretionary
AZO-CMS,AZO,CMS,54.14860089022383,0.2358634811264497,5.7199999999999998,90678.0,Specialty Stores,Multi-Utilities & Unregulated Power,Consumer Discretionary,Utilities
PNW-ROP,PNW,ROP,54.14796851397059,0.16122951211926001,6.1200000000000001,143471.0,Multi-Utilities & Unregulated Power,Industrial Conglomerates,Utilities,Industrials
BA-FIS,BA,FIS,54.14759065092966,0.22909372454157073,5.3200000000000003,490379.0,Aerospace & Defense,Internet Software & Services,Industrials,Information Technology
GS-TMK,GS,TMK,54.14446628150159,0.29822006225017139,6.0800000000000001,153397.0,Diversified Financial Services,Life & Health Insurance,Financials,Financials
AVB-CINF,AVB,CINF,54.14224629921978,0.18230758474440661,5.9199999999999999,193686.0,REITs,Property & Casualty Insurance,Financials,Financials
BAC-VAR,BAC,VAR,54.140479137596834,0.20023254545517208,4.96,214599.0,Banks,Health Care Equipment & Services,Financials,Health Care
CSC-HCBK,CSC,HCBK,54.137794674477966,0.20110300349404425,5.6799999999999997,512500.0,IT Consulting & Services,Banks,Information Technology,Financials
PCP-SCG,PCP,SCG,54.13734632311481,0.28706933357030739,5.9199999999999999,247123.0,Industrial Conglomerates,Multi-Utilities & Unregulated Power,Industrials,Utilities
COF-VMC,COF,VMC,54.137200515678,0.19393461970634171,5.9199999999999999,414910.0,Consumer Finance,Construction Materials,Financials,Materials
JWN-WAT,JWN,WAT,54.13654698756305,0.27774619888259677,5.7599999999999998,171164.0,Department Stores,Health Care Distributors & Services,Consumer Discretionary,Health Care
PSA-RAI,PSA,RAI,54.132297440306814,0.34599368603339242,5.7999999999999998,322547.0,REITs,Tobacco,Financials,Consumer Staples
AME-BDX,AME,BDX,54.127455104089265,0.19730550660194027,5.8799999999999999,234171.0,Electrical Components and Equipment,Health Care Equipment & Services,Industrials,Health Care
FFIV-IR,FFIV,IR,54.12665862216812,0.10536518354314506,5.2000000000000002,762468.0,Networking Equipment,Industrial Conglomerates,Information Technology,Industrials
HOG-NTRS,HOG,NTRS,54.12604221345058,0.2144017023908891,5.7599999999999998,299474.0,Motorcycle Manufacturers,Diversified Financial Services,Consumer Discretionary,Financials
LSI-WMT,LSI,WMT,54.12574221559417,0.24015505948110807,5.5599999999999996,1845386.0,Semiconductors,Hypermarkets & Super Centers,Information Technology,Consumer Staples
AVY-SIAL,AVY,SIAL,54.12506635144713,0.24817093906497725,5.7199999999999998,235936.0,Paper Packaging,Diversified Chemicals,Materials,Materials
BDX-SWK,BDX,SWK,54.12490366532748,0.12345817081402827,4.7199999999999998,325836.0,Health Care Equipment & Services,Household Appliances,Health Care,Consumer Discretionary
FLS-MA,FLS,MA,54.11957562457038,0.15887956272123646,5.4400000000000004,504544.0,Industrial Machinery,Internet Software & Services,Industrials,Information Technology
HUM-SHW,HUM,SHW,54.119357086979996,0.25065211263101256,6.4000000000000004,209423.0,Managed Health Care,Specialty Chemicals,Health Care,Materials
LMT-PCP,LMT,PCP,54.11844837618657,0.24183453764728025,5.8399999999999999,301224.0,Aerospace & Defense,Industrial Conglomerates,Industrials,Industrials
GPC-SYK,GPC,SYK,54.116006456094546,0.31272334282695274,6.04,283011.0,Specialty Stores,Health Care Equipment & Services,Consumer Discretionary,Health Care
EIX-PCP,EIX,PCP,54.115600376125485,0.22208518958949783,5.7199999999999998,301224.0,Multi-Utilities & Unregulated Power,Industrial Conglomerates,Utilities,Industrials
EFX-PCAR,EFX,PCAR,54.11356054834283,0.16460374326751415,6.4000000000000004,204041.0,Diversified Financial Services,Construction & Farm Machinery & Heavy Trucks,Financials,Industrials
K-SNA,K,SNA,54.111183836979066,0.23337640142777472,6.3600000000000003,69926.0,Packaged Foods & Meats,Household Appliances,Consumer Staples,Consumer Discretionary
PWR-RIG,PWR,RIG,54.109916390440794,0.24628986900376365,5.2000000000000002,934526.0,Industrial Conglomerates,Oil & Gas Drilling,Industrials,Energy
BA-SRCL,BA,SRCL,54.10901275497907,0.35311167968078833,5.1600000000000001,177809.0,Aerospace & Defense,Industrial Conglomerates,Industrials,Industrials
AME-OMC,AME,OMC,54.104025954980024,0.23128891819995945,5.6399999999999997,234171.0,Electrical Components and Equipment,Advertising,Industrials,Consumer Discretionary
ARG-NLSN,ARG,NLSN,54.100890193359284,0.26959773220876998,5.2400000000000002,143916.0,Industrial Gases,Research & Consulting Services,Materials,Industrials
BRCM-CINF,BRCM,CINF,54.097444504743905,0.22594496213163084,5.5199999999999996,193686.0,Semiconductors,Property & Casualty Insurance,Information Technology,Financials
AMGN-EFX,AMGN,EFX,54.093336960749774,0.24881473425396064,5.7599999999999998,204041.0,Biotechnology,Diversified Financial Services,Health Care,Financials
ITW-SIAL,ITW,SIAL,54.09311786811778,0.30779066922823062,6.5999999999999996,249591.0,Industrial Machinery,Diversified Chemicals,Industrials,Materials
HRS-JNPR,HRS,JNPR,54.09041227869102,0.23671462062117787,5.4800000000000004,185985.0,Telecommunications Equipment,Networking Equipment,Information Technology,Information Technology
HRS-VIAB,HRS,VIAB,54.08471957064034,0.27263910909302297,6.0,185985.0,Telecommunications Equipment,Broadcasting & Cable TV,Information Technology,Consumer Discretionary
APH-PKI,APH,PKI,54.08404891954852,0.18728858988290598,5.4000000000000004,195605.0,Electrical Components & Equipment,Health Care Equipment & Services,Industrials,Health Care
PDCO-TROW,PDCO,TROW,54.08401305066836,0.32324701915860155,5.8399999999999999,274041.0,Health Care Supplies,Diversified Financial Services,Health Care,Financials
BDX-BRCM,BDX,BRCM,54.08356826443111,0.17705068952840666,5.1600000000000001,325836.0,Health Care Equipment & Services,Semiconductors,Health Care,Information Technology
BWA-RHI,BWA,RHI,54.08342453429047,0.24435126272716798,6.0800000000000001,338381.0,Auto Parts & Equipment,Industrial Conglomerates,Consumer Discretionary,Industrials
CTAS-INTU,CTAS,INTU,54.08028499937276,0.22137794366500468,6.5199999999999996,288647.0,Diversified Commercial Services,Internet Software & Services,Industrials,Information Technology
BLL-TGT,BLL,TGT,54.078974470219784,0.22580065276643627,5.8799999999999999,370075.0,Metal & Glass Containers,General Merchandise Stores,Materials,Consumer Discretionary
