symbol,symbol_1,symbol_2,adf_stat,adf_p,industry_1,industry_2,sector_1,sector_2
ACT-MRK,ACT,MRK,,,Pharmaceuticals,Pharmaceuticals,Health Care,Health Care
ACT-FRX,ACT,FRX,-8.597458984842142,7.014497691239633e-14,Pharmaceuticals,Pharmaceuticals,Health Care,Health Care
CBS-IFF,CBS,IFF,-7.394315205020507,7.850924958351409e-11,Broadcasting & Cable TV,Specialty Chemicals,Consumer Discretionary,Materials
CMCSA-TWC,CMCSA,TWC,-7.30481144248827,1.309933358585467e-10,Broadcasting & Cable TV,Broadcasting & Cable TV,Consumer Discretionary,Consumer Discretionary
GD-IFF,GD,IFF,-7.057261480130984,5.335368001930423e-10,Aerospace & Defense,Specialty Chemicals,Industrials,Materials
ALTR-QEP,ALTR,QEP,-6.237900030884458,4.775614743079041e-08,Semiconductors,Oil & Gas Exploration & Production,Information Technology,Energy
A-PBI,A,PBI,-6.236086325157437,4.8218389639714034e-08,Health Care Equipment & Services,Data Processing Services,Health Care,Industrials
IFF-PBI,IFF,PBI,-6.164690121142963,7.036258477097977e-08,Specialty Chemicals,Data Processing Services,Materials,Industrials
AMP-LNC,AMP,LNC,-5.985537693318312,1.7959303315401026e-07,Diversified Financial Services,Multi-line Insurance,Financials,Financials
C-QEP,C,QEP,-5.9384147506634655,2.2914957938323923e-07,Banks,Oil & Gas Exploration & Production,Financials,Energy
BEN-PBI,BEN,PBI,-5.832300183722587,3.949160155547223e-07,Diversified Financial Services,Data Processing Services,Financials,Industrials
FITB-PNC,FITB,PNC,-5.828867551209247,4.0188884241289605e-07,Banks,Banks,Financials,Financials
CB-TIF,CB,TIF,-5.8185650527342805,4.2354774129942976e-07,Property & Casualty Insurance,"Apparel, Accessories & Luxury Goods",Financials,Consumer Discretionary
FFIV-QEP,FFIV,QEP,-5.786629393277153,4.981958428611172e-07,Networking Equipment,Oil & Gas Exploration & Production,Information Technology,Energy
LNC-PRU,LNC,PRU,-5.760241684546951,5.69454628550768e-07,Multi-line Insurance,Diversified Financial Services,Financials,Financials
ACE-MON,ACE,MON,-5.747037543892377,6.087592979876142e-07,Property & Casualty Insurance,Fertilizers & Agricultural Chemicals,Financials,Materials
FLR-PBI,FLR,PBI,-5.691711637907878,8.043007125916164e-07,Diversified Commercial Services,Data Processing Services,Industrials,Industrials
CMS-NU,CMS,NU,-5.673286162546696,8.821292348066934e-07,Multi-Utilities & Unregulated Power,Multi-Utilities & Unregulated Power,Utilities,Utilities
F-QEP,F,QEP,-5.629537221134892,1.0975470562079605e-06,Automobile Manufacturers,Oil & Gas Exploration & Production,Consumer Discretionary,Energy
EBAY-TXT,EBAY,TXT,-5.606725064770712,1.2294272102636516e-06,Internet Software & Services,Industrial Conglomerates,Information Technology,Industrials
AMP-PRU,AMP,PRU,-5.590426012249333,1.3329934847964626e-06,Diversified Financial Services,Diversified Financial Services,Financials,Financials
BLL-OMC,BLL,OMC,-5.581467616220715,1.3934891170067586e-06,Metal & Glass Containers,Advertising,Materials,Consumer Discretionary
COV-GD,COV,GD,-5.571418357259876,1.4645382551810157e-06,Health Care Equipment & Services,Aerospace & Defense,Health Care,Industrials
IFF-RHT,IFF,RHT,-5.538349517820814,1.7241603657718033e-06,Specialty Chemicals,Systems Software,Materials,Information Technology
AFL-CTSH,AFL,CTSH,-5.5377344325281275,1.7293909109122123e-06,Life & Health Insurance,IT Consulting & Services,Financials,Information Technology
FLR-FOXA,FLR,FOXA,-5.490281268868854,2.183091051551204e-06,Diversified Commercial Services,Publishing,Industrials,Consumer Discretionary
AIG-QEP,AIG,QEP,-5.479304326097281,2.3035009569021567e-06,Property & Casualty Insurance,Oil & Gas Exploration & Production,Financials,Energy
CBG-QEP,CBG,QEP,-5.474700670763094,2.355902203325797e-06,Real Estate Management & Development,Oil & Gas Exploration & Production,Financials,Energy
GLW-QEP,GLW,QEP,-5.436570839698579,2.8368790069770925e-06,Construction & Engineering,Oil & Gas Exploration & Production,Industrials,Energy
ALL-DRI,ALL,DRI,-5.426296603447903,2.9820271089660564e-06,Property & Casualty Insurance,Restaurants,Financials,Consumer Discretionary
STI-USB,STI,USB,-5.416868159023656,3.1215635037659983e-06,Banks,Banks,Financials,Financials
CA-THC,CA,THC,-5.408385373257272,3.2525147119327877e-06,Systems Software,Health Care Facilities,Information Technology,Health Care
BEN-ETN,BEN,ETN,-5.398029598268974,3.4196313133840484e-06,Diversified Financial Services,Industrial Conglomerates,Financials,Industrials
EMN-JCI,EMN,JCI,-5.384292814507285,3.6542350147306365e-06,Diversified Chemicals,Auto Parts & Equipment,Materials,Consumer Discretionary
FITB-SLM,FITB,SLM,-5.380738338680566,3.7174429638485714e-06,Banks,Diversified Financial Services,Financials,Financials
NOC-SYY,NOC,SYY,-5.3801206330821705,3.7285352118415284e-06,Aerospace & Defense,Food Distributors,Industrials,Consumer Staples
LM-TDC,LM,TDC,-5.379005643173032,3.7486387503664444e-06,Diversified Financial Services,Application Software,Financials,Information Technology
AVP-NOV,AVP,NOV,-5.3666472760019674,3.978636349288917e-06,Personal Products,Oil & Gas Equipment & Services,Consumer Staples,Energy
FOXA-PBI,FOXA,PBI,-5.361086374695687,4.086546586172724e-06,Publishing,Data Processing Services,Consumer Discretionary,Industrials
PPG-SNI,PPG,SNI,-5.348478498565714,4.341838897630695e-06,Diversified Chemicals,Broadcasting & Cable TV,Materials,Consumer Discretionary
AVP-NBL,AVP,NBL,-5.348411854573765,4.343228649394309e-06,Personal Products,Oil & Gas Exploration & Production,Consumer Staples,Energy
IFF-TEL,IFF,TEL,-5.348095391192193,4.349833875262602e-06,Specialty Chemicals,Electronic Equipment & Instruments,Materials,Information Technology
QEP-STT,QEP,STT,-5.345551758364126,4.4032800799189224e-06,Oil & Gas Exploration & Production,Diversified Financial Services,Energy,Financials
ETN-PBI,ETN,PBI,-5.335201407405583,4.627411463689033e-06,Industrial Conglomerates,Data Processing Services,Industrials,Industrials
AXP-PFG,AXP,PFG,-5.321122017273689,4.950148678812457e-06,Consumer Finance,Diversified Financial Services,Financials,Financials
IFF-KMX,IFF,KMX,-5.316435486020343,5.062344982227056e-06,Specialty Chemicals,Specialty Stores,Materials,Consumer Discretionary
MOS-RDC,MOS,RDC,-5.308608825092429,5.255241416186271e-06,Fertilizers & Agricultural Chemicals,Oil & Gas Drilling,Materials,Energy
DISCA-PFG,DISCA,PFG,-5.305871771837052,5.324367656011751e-06,Broadcasting & Cable TV,Diversified Financial Services,Consumer Discretionary,Financials
DOW-QEP,DOW,QEP,-5.2757782426079585,6.145009914021333e-06,Diversified Chemicals,Oil & Gas Exploration & Production,Materials,Energy
CCI-QEP,CCI,QEP,-5.272950759742284,6.228135692130859e-06,Wireless Telecommunications Services,Oil & Gas Exploration & Production,Telecommunications Services,Energy
QEP-RDC,QEP,RDC,-5.272532916871862,6.2405120591776275e-06,Oil & Gas Exploration & Production,Oil & Gas Drilling,Energy,Energy
AVP-CVC,AVP,CVC,-5.272064886359445,6.254403287301084e-06,Personal Products,Broadcasting & Cable TV,Consumer Staples,Consumer Discretionary
DHR-ETN,DHR,ETN,-5.268792714567081,6.352363034051027e-06,Industrial Machinery,Industrial Conglomerates,Industrials,Industrials
DHR-PNR,DHR,PNR,-5.252799543446182,6.85296093043953e-06,Industrial Machinery,Industrial Conglomerates,Industrials,Industrials
AON-QEP,AON,QEP,-5.252240956919338,6.871118893963793e-06,Insurance Brokers,Oil & Gas Exploration & Production,Financials,Energy
ADP-MON,ADP,MON,-5.242415248549871,7.1982536366377795e-06,Internet Software & Services,Fertilizers & Agricultural Chemicals,Information Technology,Materials
CVS-MON,CVS,MON,-5.2372553916095095,7.3760391523491266e-06,Drug Retail,Fertilizers & Agricultural Chemicals,Consumer Staples,Materials
BBT-USB,BBT,USB,-5.233852697200808,7.495601351021723e-06,Banks,Banks,Financials,Financials
BHI-LO,BHI,LO,-5.224335084235027,7.840085394762231e-06,Oil & Gas Equipment & Services,Tobacco,Energy,Consumer Staples
BBT-TAP,BBT,TAP,-5.224266432265968,7.842625079322278e-06,Banks,Brewers,Financials,Consumer Staples
SLM-USB,SLM,USB,-5.223257725288968,7.880032819606297e-06,Diversified Financial Services,Banks,Financials,Financials
PFG-PRU,PFG,PRU,-5.193695032702515,9.056444677479972e-06,Diversified Financial Services,Diversified Financial Services,Financials,Financials
APC-TXT,APC,TXT,-5.186506794261665,9.367233507086853e-06,Oil & Gas Exploration & Production,Industrial Conglomerates,Energy,Industrials
CMS-NI,CMS,NI,-5.18630272979826,9.37620541649393e-06,Multi-Utilities & Unregulated Power,Multi-Utilities & Unregulated Power,Utilities,Utilities
AMP-QEP,AMP,QEP,-5.185247418818072,9.422736200462569e-06,Diversified Financial Services,Oil & Gas Exploration & Production,Financials,Energy
FDX-VIAB,FDX,VIAB,-5.18374012357712,9.489583760259395e-06,Air Freight & Logistics,Broadcasting & Cable TV,Industrials,Consumer Discretionary
APC-IFF,APC,IFF,-5.179679078683685,9.671981305673248e-06,Oil & Gas Exploration & Production,Specialty Chemicals,Energy,Materials
QEP-TEL,QEP,TEL,-5.175922198220196,9.843736424776546e-06,Oil & Gas Exploration & Production,Electronic Equipment & Instruments,Energy,Information Technology
BBT-STI,BBT,STI,-5.166989840622816,1.0264038979996159e-05,Banks,Banks,Financials,Financials
IFF-TXT,IFF,TXT,-5.159855734473763,1.0612151903526944e-05,Specialty Chemicals,Industrial Conglomerates,Materials,Industrials
CMS-DTE,CMS,DTE,-5.150046827830844,1.110948859643787e-05,Multi-Utilities & Unregulated Power,Multi-Utilities & Unregulated Power,Utilities,Utilities
QEP-TDC,QEP,TDC,-5.145771775906118,1.1333232739924988e-05,Oil & Gas Exploration & Production,Application Software,Energy,Information Technology
BK-PNC,BK,PNC,-5.141120432875155,1.1581621941137146e-05,Banks,Banks,Financials,Financials
CA-FIS,CA,FIS,-5.131876936715477,1.2090963223603829e-05,Systems Software,Internet Software & Services,Information Technology,Information Technology
MSI-RSG,MSI,RSG,-5.123760852345635,1.2555986984184781e-05,Telecommunications Equipment,Industrial Conglomerates,Information Technology,Industrials
IFF-LMT,IFF,LMT,-5.107040174619617,1.356915612128155e-05,Specialty Chemicals,Aerospace & Defense,Materials,Industrials
LOW-SE,LOW,SE,-5.097643736367988,1.4172744788416805e-05,Home Improvement Retail,Oil & Gas Refining & Marketing & Transportation,Consumer Discretionary,Energy
GPC-HOT,GPC,HOT,-5.095674134879325,1.4302513452727888e-05,Specialty Stores,"Hotels, Resorts & Cruise Lines",Consumer Discretionary,Consumer Discretionary
CAM-RSG,CAM,RSG,-5.074558165633434,1.576789561484399e-05,Oil & Gas Equipment & Services,Industrial Conglomerates,Energy,Industrials
CBS-FLR,CBS,FLR,-5.0728259850560455,1.589434006116906e-05,Broadcasting & Cable TV,Diversified Commercial Services,Consumer Discretionary,Industrials
FLIR-QEP,FLIR,QEP,-5.064937050055414,1.648270441723837e-05,Aerospace & Defense,Oil & Gas Exploration & Production,Industrials,Energy
IFF-JBL,IFF,JBL,-5.061728825225964,1.672794531954683e-05,Specialty Chemicals,IT Consulting & Services,Materials,Information Technology
QEP-RSG,QEP,RSG,-5.054015725724014,1.7332049230260313e-05,Oil & Gas Exploration & Production,Industrial Conglomerates,Energy,Industrials
CMG-MON,CMG,MON,-5.0384391542528695,1.8616904066983988e-05,Restaurants,Fertilizers & Agricultural Chemicals,Consumer Discretionary,Materials
M-RRC,M,RRC,-5.0364065964638645,1.879119587492848e-05,Department Stores,Oil & Gas Exploration & Production,Consumer Discretionary,Energy
JNJ-NSC,JNJ,NSC,-5.0331320936200115,1.907530142665466e-05,Health Care Equipment & Services,Railroads,Health Care,Industrials
HON-PPG,HON,PPG,-5.030448400205826,1.931123331816753e-05,Industrial Conglomerates,Diversified Chemicals,Industrials,Materials
TIF-TYC,TIF,TYC,-5.024778461130013,1.9818990251710657e-05,"Apparel, Accessories & Luxury Goods",Industrial Conglomerates,Consumer Discretionary,Industrials
CMI-QEP,CMI,QEP,-5.009509891945502,2.1251201442420582e-05,Industrial Machinery,Oil & Gas Exploration & Production,Industrials,Energy
KMX-PBI,KMX,PBI,-5.009010872985665,2.1299655548205702e-05,Specialty Stores,Data Processing Services,Consumer Discretionary,Industrials
CBS-CMI,CBS,CMI,-5.004506743467849,2.1741849279372974e-05,Broadcasting & Cable TV,Industrial Machinery,Consumer Discretionary,Industrials
DD-IFF,DD,IFF,-5.001239824074056,2.2068105815902027e-05,Diversified Chemicals,Specialty Chemicals,Materials,Materials
AFL-MRK,AFL,MRK,-5.001234550342504,2.2068636283675572e-05,Life & Health Insurance,Pharmaceuticals,Financials,Health Care
OMC-PPG,OMC,PPG,-5.000835364361353,2.2108824836484114e-05,Advertising,Diversified Chemicals,Consumer Discretionary,Materials
MMM-QEP,MMM,QEP,-5.000171200099151,2.21758468632989e-05,Industrial Conglomerates,Oil & Gas Exploration & Production,Industrials,Energy
COF-QEP,COF,QEP,-5.000096986694453,2.2183348031807245e-05,Consumer Finance,Oil & Gas Exploration & Production,Financials,Energy
ISRG-SBUX,ISRG,SBUX,-4.991523412340864,2.3066595336257077e-05,Health Care Equipment & Services,Restaurants,Health Care,Consumer Discretionary
DAL-TRIP,DAL,TRIP,-4.990263385843857,2.3199227377110846e-05,Airlines,Internet Retail,Industrials,Consumer Discretionary
LO-VZ,LO,VZ,-4.986087758399215,2.3644035641606548e-05,Tobacco,Integrated Telecommunications Services,Consumer Staples,Telecommunications Services
CCL-QEP,CCL,QEP,-4.984647901965133,2.3799313936156866e-05,"Hotels, Resorts & Cruise Lines",Oil & Gas Exploration & Production,Consumer Discretionary,Energy
ALTR-LM,ALTR,LM,-4.976877819206554,2.4654376277604e-05,Semiconductors,Diversified Financial Services,Information Technology,Financials
FOXA-TXT,FOXA,TXT,-4.9600652368211255,2.6607042264867534e-05,Publishing,Industrial Conglomerates,Consumer Discretionary,Industrials
BRK.B-ISRG,BRK.B,ISRG,-4.959117514060943,2.6721439765565723e-05,Multi-Sector Holdings,Health Care Equipment & Services,Financials,Health Care
BEN-PNR,BEN,PNR,-4.955393879965145,2.7175517017223938e-05,Diversified Financial Services,Industrial Conglomerates,Financials,Industrials
ABC-TIF,ABC,TIF,-4.954064970541277,2.7339363131474265e-05,Health Care Distribution & Services,"Apparel, Accessories & Luxury Goods",Health Care,Consumer Discretionary
CTSH-TIF,CTSH,TIF,-4.953603696948716,2.7396457414641798e-05,IT Consulting & Services,"Apparel, Accessories & Luxury Goods",Information Technology,Consumer Discretionary
AVP-MWV,AVP,MWV,-4.952732681881059,2.7504580949452993e-05,Personal Products,Paper Packaging,Consumer Staples,Materials
LSI-SHW,LSI,SHW,-4.95140593921367,2.7670066600032676e-05,Semiconductors,Specialty Chemicals,Information Technology,Materials
QEP-XRAY,QEP,XRAY,-4.950579400706592,2.7773645822134327e-05,Oil & Gas Exploration & Production,Health Care Supplies,Energy,Health Care
QEP-TROW,QEP,TROW,-4.94886529132088,2.7989644388735286e-05,Oil & Gas Exploration & Production,Diversified Financial Services,Energy,Financials
ADM-ISRG,ADM,ISRG,-4.942972668277043,2.8744597001403094e-05,Agricultural Products,Health Care Equipment & Services,Consumer Staples,Health Care
COP-PCAR,COP,PCAR,-4.94235861260207,2.8824387680762405e-05,Integrated Oil & Gas,Construction & Farm Machinery & Heavy Trucks,Energy,Industrials
PWR-QEP,PWR,QEP,-4.937818473789393,2.942098989216978e-05,Industrial Conglomerates,Oil & Gas Exploration & Production,Industrials,Energy
EBAY-ICE,EBAY,ICE,-4.936706049826595,2.9568972973754136e-05,Internet Software & Services,Diversified Financial Services,Information Technology,Financials
MKC-PG,MKC,PG,-4.9361245770296245,2.964660987888664e-05,Packaged Foods & Meats,Personal Products,Consumer Staples,Consumer Staples
A-FOXA,A,FOXA,-4.933823768317332,2.995573791235495e-05,Health Care Equipment & Services,Publishing,Health Care,Consumer Discretionary
CF-TIF,CF,TIF,-4.93179590595696,3.0230765135591618e-05,Fertilizers & Agricultural Chemicals,"Apparel, Accessories & Luxury Goods",Materials,Consumer Discretionary
DHR-NBL,DHR,NBL,-4.930572216522053,3.039790152086978e-05,Industrial Machinery,Oil & Gas Exploration & Production,Industrials,Energy
DD-QEP,DD,QEP,-4.927970216557746,3.075625525534597e-05,Diversified Chemicals,Oil & Gas Exploration & Production,Materials,Energy
DFS-PFG,DFS,PFG,-4.9279653568090085,3.075692834159476e-05,Consumer Finance,Diversified Financial Services,Financials,Financials
AIG-PBI,AIG,PBI,-4.915475607292699,3.2534457932311466e-05,Property & Casualty Insurance,Data Processing Services,Financials,Industrials
DNB-MON,DNB,MON,-4.912236570676678,3.301133918221308e-05,Data Processing Services,Fertilizers & Agricultural Chemicals,Industrials,Materials
CBS-QEP,CBS,QEP,-4.905903193814742,3.39633072071775e-05,Broadcasting & Cable TV,Oil & Gas Exploration & Production,Consumer Discretionary,Energy
LO-SE,LO,SE,-4.895957034532468,3.551183679804581e-05,Tobacco,Oil & Gas Refining & Marketing & Transportation,Consumer Staples,Energy
IFF-PCLN,IFF,PCLN,-4.892737080403245,3.6027549469813974e-05,Specialty Chemicals,"Hotels, Resorts & Cruise Lines",Materials,Consumer Discretionary
LSI-PDCO,LSI,PDCO,-4.8894024820597295,3.6569214213368305e-05,Semiconductors,Health Care Supplies,Information Technology,Health Care
COV-EBAY,COV,EBAY,-4.887179884634249,3.69345892962578e-05,Health Care Equipment & Services,Internet Software & Services,Health Care,Information Technology
LSI-PSA,LSI,PSA,-4.886388993492073,3.7065449714502466e-05,Semiconductors,REITs,Information Technology,Financials
CNP-NU,CNP,NU,-4.884678372935054,3.735001505770262e-05,Multi-Utilities & Unregulated Power,Multi-Utilities & Unregulated Power,Utilities,Utilities
KMX-TXT,KMX,TXT,-4.8841386503138375,3.744023427498132e-05,Specialty Stores,Industrial Conglomerates,Consumer Discretionary,Industrials
CF-PBI,CF,PBI,-4.880660826032435,3.8026628288895314e-05,Fertilizers & Agricultural Chemicals,Data Processing Services,Materials,Industrials
APC-EMN,APC,EMN,-4.880554791249163,3.804464477403703e-05,Oil & Gas Exploration & Production,Diversified Chemicals,Energy,Materials
BK-SLM,BK,SLM,-4.880426772095023,3.8066407585369214e-05,Banks,Diversified Financial Services,Financials,Financials
FISV-TSS,FISV,TSS,-4.87987579617197,3.8160208289753874e-05,Internet Software & Services,Internet Software & Services,Information Technology,Information Technology
ADBE-CMI,ADBE,CMI,-4.872855591021599,3.937498971862253e-05,Application Software,Industrial Machinery,Information Technology,Industrials
EBAY-ORCL,EBAY,ORCL,-4.87211508565229,3.950527387274681e-05,Internet Software & Services,Application Software,Information Technology,Information Technology
CBS-SE,CBS,SE,-4.862295492494353,4.127260161126405e-05,Broadcasting & Cable TV,Oil & Gas Refining & Marketing & Transportation,Consumer Discretionary,Energy
TAP-USB,TAP,USB,-4.862211628283482,4.128801787075773e-05,Brewers,Banks,Consumer Staples,Financials
GD-SE,GD,SE,-4.858789518468188,4.192182636987483e-05,Aerospace & Defense,Oil & Gas Refining & Marketing & Transportation,Industrials,Energy
AVP-NLSN,AVP,NLSN,-4.847616889189619,4.405686497644694e-05,Personal Products,Research & Consulting Services,Consumer Staples,Industrials
CTXS-DOW,CTXS,DOW,-4.844680125324942,4.463517948291035e-05,Internet Software & Services,Diversified Chemicals,Information Technology,Materials
KEY-SLM,KEY,SLM,-4.84223178189867,4.512288138134156e-05,Banks,Diversified Financial Services,Financials,Financials
EBAY-HOT,EBAY,HOT,-4.8342857633070295,4.674122081420998e-05,Internet Software & Services,"Hotels, Resorts & Cruise Lines",Information Technology,Consumer Discretionary
CSCO-QEP,CSCO,QEP,-4.827239317304405,4.8222864932228135e-05,Networking Equipment,Oil & Gas Exploration & Production,Information Technology,Energy
FIS-TXT,FIS,TXT,-4.823958287631527,4.892805417196137e-05,Internet Software & Services,Industrial Conglomerates,Information Technology,Industrials
BRCM-SLM,BRCM,SLM,-4.82334706839681,4.906051268786404e-05,Semiconductors,Diversified Financial Services,Information Technology,Financials
CMS-TE,CMS,TE,-4.822942926774553,4.914828404684842e-05,Multi-Utilities & Unregulated Power,Multi-Utilities & Unregulated Power,Utilities,Utilities
BBBY-MDLZ,BBBY,MDLZ,-4.821057381521341,4.955978288296711e-05,Specialty Stores,Packaged Foods & Meats,Consumer Discretionary,Consumer Staples
KO-KORS,KO,KORS,-4.81325226134989,5.1298622552085325e-05,Soft Drinks,"Apparel, Accessories & Luxury Goods",Consumer Staples,Consumer Discretionary
ISRG-LUV,ISRG,LUV,-4.812734990948069,5.1415907249549556e-05,Health Care Equipment & Services,Airlines,Health Care,Industrials
IFF-LUK,IFF,LUK,-4.8094512337832604,5.216648474624114e-05,Specialty Chemicals,Multi-Sector Holdings,Materials,Financials
DAL-INTU,DAL,INTU,-4.798589217521051,5.4724908252245175e-05,Airlines,Internet Software & Services,Industrials,Information Technology
CCE-MON,CCE,MON,-4.793673671226687,5.5921889471427314e-05,Soft Drinks,Fertilizers & Agricultural Chemicals,Consumer Staples,Materials
IFF-LOW,IFF,LOW,-4.790555325475858,5.669421584682848e-05,Specialty Chemicals,Home Improvement Retail,Materials,Consumer Discretionary
NBL-NOV,NBL,NOV,-4.790210429431921,5.678026272339156e-05,Oil & Gas Exploration & Production,Oil & Gas Equipment & Services,Energy,Energy
CBS-KMX,CBS,KMX,-4.788574158805644,5.7190200159443076e-05,Broadcasting & Cable TV,Specialty Stores,Consumer Discretionary,Consumer Discretionary
BLL-TIF,BLL,TIF,-4.788200600619699,5.728418559756106e-05,Metal & Glass Containers,"Apparel, Accessories & Luxury Goods",Materials,Consumer Discretionary
AVB-LSI,AVB,LSI,-4.783784075085574,5.840665448214429e-05,REITs,Semiconductors,Financials,Information Technology
ORCL-TXT,ORCL,TXT,-4.782876324148942,5.863996075288859e-05,Application Software,Industrial Conglomerates,Information Technology,Industrials
CBS-TXT,CBS,TXT,-4.780273027468943,5.931401745473206e-05,Broadcasting & Cable TV,Industrial Conglomerates,Consumer Discretionary,Industrials
MWV-NWL,MWV,NWL,-4.7759575073535565,6.0447811447016465e-05,Paper Packaging,Housewares & Specialties,Materials,Consumer Discretionary
CFN-TIF,CFN,TIF,-4.774993467098712,6.07039139981595e-05,Health Care Equipment & Services,"Apparel, Accessories & Luxury Goods",Health Care,Consumer Discretionary
SYY-TRV,SYY,TRV,-4.7745443746174905,6.08235728454679e-05,Food Distributors,Property & Casualty Insurance,Consumer Staples,Financials
CBS-FLS,CBS,FLS,-4.772531878884794,6.136257775166548e-05,Broadcasting & Cable TV,Industrial Machinery,Consumer Discretionary,Industrials
KMB-ROST,KMB,ROST,-4.77013929823087,6.200934119668294e-05,Household Products,Apparel Retail,Consumer Staples,Consumer Discretionary
AVP-CHK,AVP,CHK,-4.76920538864952,6.226356557352192e-05,Personal Products,Integrated Oil & Gas,Consumer Staples,Energy
ADI-QEP,ADI,QEP,-4.7672665095028535,6.279455289607638e-05,Semiconductors,Oil & Gas Exploration & Production,Information Technology,Energy
SWY-TWX,SWY,TWX,-4.766965736847208,6.287731143643788e-05,Food Retail,Broadcasting & Cable TV,Consumer Staples,Consumer Discretionary
JNJ-UNP,JNJ,UNP,-4.766206828139624,6.308659264501096e-05,Health Care Equipment & Services,Railroads,Health Care,Industrials
FITB-STI,FITB,STI,-4.765890306000699,6.317407590856051e-05,Banks,Banks,Financials,Financials
HRL-QEP,HRL,QEP,-4.764535848066708,6.354974886111869e-05,Packaged Foods & Meats,Oil & Gas Exploration & Production,Consumer Staples,Energy
ADT-TXT,ADT,TXT,-4.760642292333179,6.464163251516475e-05,Diversified Commercial Services,Industrial Conglomerates,Industrials,Industrials
FOXA-IFF,FOXA,IFF,-4.759523420338754,6.495871380450362e-05,Publishing,Specialty Chemicals,Consumer Discretionary,Materials
BEN-FLR,BEN,FLR,-4.755017501170629,6.625082120993232e-05,Diversified Financial Services,Diversified Commercial Services,Financials,Industrials
FLS-TIF,FLS,TIF,-4.752011194904869,6.712656570264194e-05,Industrial Machinery,"Apparel, Accessories & Luxury Goods",Industrials,Consumer Discretionary
LUV-MKC,LUV,MKC,-4.750629152444833,6.753287069956853e-05,Airlines,Packaged Foods & Meats,Industrials,Consumer Staples
DRI-JWN,DRI,JWN,-4.7493452031528784,6.791244858115136e-05,Restaurants,Department Stores,Consumer Discretionary,Consumer Discretionary
A-FLR,A,FLR,-4.748382333129069,6.819844554107066e-05,Health Care Equipment & Services,Diversified Commercial Services,Health Care,Industrials
CME-QEP,CME,QEP,-4.747693060067843,6.840388571311874e-05,Diversified Financial Services,Oil & Gas Exploration & Production,Financials,Energy
BEN-KMX,BEN,KMX,-4.747511881245347,6.84579850312213e-05,Diversified Financial Services,Specialty Stores,Financials,Consumer Discretionary
LM-RF,LM,RF,-4.743688700861117,6.96091798241985e-05,Diversified Financial Services,Diversified Financial Services,Financials,Financials
CTXS-QEP,CTXS,QEP,-4.742480935988382,6.997668847580091e-05,Internet Software & Services,Oil & Gas Exploration & Production,Information Technology,Energy
HOT-SEE,HOT,SEE,-4.742326844259285,7.002371029322422e-05,"Hotels, Resorts & Cruise Lines",Paper Packaging,Consumer Discretionary,Materials
ALTR-C,ALTR,C,-4.742052524366378,7.010749523571993e-05,Semiconductors,Banks,Information Technology,Financials
COL-LSI,COL,LSI,-4.741812645866907,7.018083953333644e-05,Industrial Conglomerates,Semiconductors,Industrials,Information Technology
SYY-TSS,SYY,TSS,-4.736222707584039,7.191096296942894e-05,Food Distributors,Internet Software & Services,Consumer Staples,Information Technology
CA-PHM,CA,PHM,-4.736132746701179,7.193913778624845e-05,Systems Software,Homebuilding,Information Technology,Consumer Discretionary
CBS-PBI,CBS,PBI,-4.735716291976516,7.206970494668022e-05,Broadcasting & Cable TV,Data Processing Services,Consumer Discretionary,Industrials
MON-MUR,MON,MUR,-4.73557945063052,7.211265706806996e-05,Fertilizers & Agricultural Chemicals,Integrated Oil & Gas,Materials,Energy
DUK-QEP,DUK,QEP,-4.730320335770182,7.37821100029565e-05,Electric Utilities,Oil & Gas Exploration & Production,Utilities,Energy
FLR-IFF,FLR,IFF,-4.725886532528406,7.521827855909647e-05,Diversified Commercial Services,Specialty Chemicals,Industrials,Materials
CBS-EMN,CBS,EMN,-4.724985811150648,7.551328843197522e-05,Broadcasting & Cable TV,Diversified Chemicals,Consumer Discretionary,Materials
DHR-PBI,DHR,PBI,-4.723694355562868,7.593820813379337e-05,Industrial Machinery,Data Processing Services,Industrials,Industrials
BTU-NWSA,BTU,NWSA,-4.719427872264252,7.7358321355004e-05,Oil & Gas Exploration & Production,Publishing,Energy,Consumer Discretionary
ACN-TRV,ACN,TRV,-4.718087031576074,7.780985223949569e-05,IT Consulting & Services,Property & Casualty Insurance,Information Technology,Financials
COP-MON,COP,MON,-4.717796032125305,7.790817964609062e-05,Integrated Oil & Gas,Fertilizers & Agricultural Chemicals,Energy,Materials
DG-NWL,DG,NWL,-4.7172473721836905,7.809389310458458e-05,General Merchandise Stores,Housewares & Specialties,Consumer Discretionary,Consumer Discretionary
APD-CNX,APD,CNX,-4.716006071462193,7.851562106951898e-05,Industrial Gases,Oil & Gas Exploration & Production,Materials,Energy
EMC-EQT,EMC,EQT,-4.712871732186273,7.959022952334127e-05,IT Consulting & Services,Oil & Gas Exploration & Production,Information Technology,Energy
QEP-SLB,QEP,SLB,-4.704964563736506,8.236413080407082e-05,Oil & Gas Exploration & Production,Oil & Gas Equipment & Services,Energy,Energy
ADSK-PBI,ADSK,PBI,-4.7002881858394465,8.404794105781023e-05,Application Software,Data Processing Services,Information Technology,Industrials
AEE-POM,AEE,POM,-4.696068350729942,8.559560081811315e-05,Multi-Utilities & Unregulated Power,Multi-Utilities & Unregulated Power,Utilities,Utilities
